Date,Source,Brand,Product Name,RRP,Selling Price
2/9/2019,Fortress,APPLE,APPLE IPHONE XS (256GB),9099,9099
2/9/2019,Fortress,APPLE,APPLE IPHONE XS (512GB),10799,10799
2/9/2019,Fortress,LOVE LEADER,LOVE LEADER J318,398,398
2/9/2019,Fortress,HUAWEI,HUAWEI MATE 20 RS PORSCHE DESIGN (256GB),12888,12888
2/9/2019,Fortress,HUAWEI,HUAWEI MATE 20 (128GB),4688,4188
2/9/2019,Fortress,HUAWEI,HUAWEI MATE 20X (128GB),5488,4988
2/9/2019,Fortress,MI,MI 9 (128GB),3699,3599
2/9/2019,Fortress,VIVO,VIVO NEX DUAL DISPLAY EDITION,5398,4398
2/9/2019,Fortress,NOKIA,NOKIA 7 PLUS (64GB),3288,2588
2/9/2019,Fortress,NOKIA,NOKIA 9 PUREVIEW (128GB),4988,4488
2/9/2019,Fortress,REDMI,REDMI NOTE SEVEN (128GB),1699,1449
2/9/2019,Fortress,HUAWEI,HUAWEI NOVA 3 (128GB),3588,2499
2/9/2019,Fortress,HUAWEI,HUAWEI NOVA 3I (128GB),2288,2288
2/9/2019,Fortress,HUAWEI,HUAWEI NOVA 4 (128GB),2988,2588
2/9/2019,Fortress,HUAWEI,HUAWEI P20 LITE (64GB),2188,1888
2/9/2019,Fortress,HUAWEI,HUAWEI P30 LITE (128GB),2388,2388
2/9/2019,Fortress,HUAWEI,HUAWEI P30 PRO (512GB),6988,6398
2/9/2019,Fortress,HUAWEI,HUAWEI P30 PRO (256GB),5988,5498
2/9/2019,Fortress,HUAWEI,HUAWEI P30 (128GB),4288,4088
2/9/2019,Fortress,LOVE LEADER,LOVE LEADER P9,468,468
2/9/2019,Fortress,RAZER,RAZER PHONE 2,6799,3799
2/9/2019,Fortress,MI,MI 6 (32GB),899,999
2/9/2019,Fortress,MI,MI 6 (64GB),999,999
2/9/2019,Fortress,REDMI,REDMI 7 (64GB),1299,1249
2/9/2019,Fortress,ASUS,ASUS ROG PHONE II (512GB),6998,6998
2/9/2019,Fortress,ASUS,ASUS ROG PHONE (128GB),7398,5398
2/9/2019,Fortress,ASUS,ASUS ROG PHONE (512GB),9198,6250
2/9/2019,Fortress,SUGAR,SUGAR S11,2598,1559
2/9/2019,Fortress,SUGAR,SUGAR S9,2980,1608
2/9/2019,Fortress,VIVO,VIVO V11,2698,2298
2/9/2019,Fortress,VIVO,VIVO V15PRO,3498,3098
2/9/2019,Fortress,HONOR,HONOR VIEW 20 (128GB),4099,3499
2/9/2019,Fortress,HONOR,HONOR VIEW 20 (256GB),4899,4199
2/9/2019,Fortress,LOVE LEADER,LOVE LEADER W620,648,648
2/9/2019,Fortress,VIVO,VIVO X21,4498,2099
2/9/2019,Fortress,SONY,SONY XA2 PLUS (64GB),3698,1998
2/9/2019,Fortress,SONY,SONY XA2 ULTRA (64GB),3498,1998
2/9/2019,Fortress,SONY,SONY XPERIA 1 (128GB),6999,5999
2/9/2019,Fortress,SONY,SONY XPERIA 10 PLUS (64GB),2999,2599
2/9/2019,Fortress,SONY,SONY XPERIA 10 (64GB),2499,2199
2/9/2019,Fortress,SONY,SONY XPERIA L3 (32GB),1599,1599
2/9/2019,Fortress,SONY,SONY XPERIA XZ2 (64GB),5198,3398
2/9/2019,Fortress,SONY,SONY XZ3 (64GB),6598,4298
2/9/2019,Fortress,SUGAR,SUGAR Y15,1598,799
2/9/2019,Fortress,VIVO,VIVO Y17,1998,1698
2/9/2019,Fortress,HUAWEI,HUAWEI Y6 PRIME (32GB),1358,1358
2/9/2019,Fortress,HUAWEI,HUAWEI Y6 PRO (16GB),1028,540
2/9/2019,Fortress,HUAWEI,HUAWEI Y7 PRIME (32GB),1458,1458
2/9/2019,Fortress,HUAWEI,HUAWEI Y7 PRO (32GB),1558,1388
2/9/2019,Fortress,VIVO,VIVO Y81,1498,1198
2/9/2019,Fortress,VIVO,VIVO Y85,1798,945
2/9/2019,Fortress,HUAWEI,HUAWEI Y9 (64GB),1688,1688
2/9/2019,Fortress,HUAWEI,HUAWEI Y9 PRIME (128GB),1888,1888
2/9/2019,Fortress,VIVO,VIVO Y91C,1098,1049
2/9/2019,Fortress,VIVO,VIVO Y95,1798,1798
